"MlsNumber","LivingArea","YearBuilt","MunicipalTax","SchoolTax","CondoFees","HeatingEnergy","HeatingSystem","Proximity","SewageSystem","LotAssessment","BuildingAssessment","Pool","View","Garage","Parking","Zoning","WaterSupply","LotDepth","LotFrontage","Area","MunicipalAssessment","FloorCovering","Topography","Insurance"
"12604540",,"1985","$4,131.00","$859.00",,"Electricity","Convection baseboards, Electric baseboard units","Highway, CEGEP, Golf, Park, Elementary school, High school, Public transportation","Municipality","$178,000.00","$284,200.00",,,"Single width","Driveway, Garage","RESI","Municipality","121.0 Feet","51.0 Feet","6083.00 Square Feet",,,,
"12606659","1143.0 Square Feet","1999","$2,831.00","$625.00","$113.00 Monthly","Electricity","Electric baseboard units",,"Municipality","$58,400.00","$279,900.00",,"Panoramic",,"Driveway","RESI","Municipality",,,,,,,
"12635031",,"1959","$4,500.00","$934.00",,"Electricity","Electric baseboard units","Highway, CEGEP, Hospital, Metro, Park, Bicycle path, Elementary school, High school, Commuter train, Public transportation","Municipality","$203,400.00","$378,100.00",,,"Built-in","Driveway, Garage","RESI","Municipality",,,"356.80 Square Metres",,,,
"12647704",,"1965","$4,000.00","$920.00",,"Electricity","Forced air, Electric baseboard units",,"Municipality","$84,400.00","$354,400.00","Heated, Above-ground",,"Built-in","Garage","RESI","Municipality","107.0 Feet","39.0 Feet","4128.00 Square Feet",,,,
"12674191","560.0 Square Feet",,"$0.00","$0.00","$67.00 Monthly",,,,"Municipality",,,,,,,"RESI","Municipality",,,,,,,
"12705825","3700.0 Square Feet","1976","$4,509.00","$954.00",,"Electricity","Electric baseboard units","Highway, Elementary school, Public transportation","Municipality","$152,900.00","$397,100.00",,,"Heated, Double width or more, Built-in","Driveway, Garage","RESI","Municipality","85.0 Feet","36.2 Feet","3358.00 Square Feet",,,,
"12706545","91.4 Square Metres","2004","$1,957.00","$381.00","$102.00 Monthly","Electricity","Electric baseboard units","CEGEP, Golf, Park, Bicycle path, Elementary school, High school, Public transportation","Municipality",,,,,,,"RESI","Municipality",,,,,,,
"12709618",,"1915","$3,053.00","$628.00",,"Electricity",,,"Municipality","$54,500.00","$317,900.00",,,,,"RESI","Municipality","40.0 Feet","24.0 Feet",,,,,
"12771008","81.2 Square Metres","2012","$1,641.00","$266.00","$76.00 Monthly","Electricity, Natural gas","Electric baseboard units","Highway, Golf, Hospital, Bicycle path, Elementary school, High school, Commuter train, Public transportation","Municipality","$35,200.00","$147,400.00",,,,"DrivewayDriveway","RESI","Municipality",,,,,,,
"12811016",,"1981","$2,401.00","$501.00",,"Dual energy, Electricity, Natural gas","Forced air","Highway, CEGEP, Park, Bicycle path, Elementary school, Cross-country skiing, Commuter train, Public transportation","Municipality","$99,100.00","$181,600.00",,,"Built-in","Driveway, Garage","RESI","Municipality","64.0 Feet","103.0 Feet","6600.00 Square Feet",,,,
"12838455",,"1973","$3,012.00","$532.00",,"Electricity","Electric baseboard units","Highway, Park, Bicycle path, Elementary school, High school, Cross-country skiing, Commuter train, Public transportation","Municipality","$77,000.00","$242,400.00",,,"Attached","Garage","RESI","Municipality","92.0 Feet","39.0 Feet","334.80 Square Metres",,,,
"12933540","925.0 Square Feet","1952","$12,371.00","$2,391.00","$465.00 Monthly","Natural gas",,"CEGEP, Hospital, Metro, University","Municipality","$545,700.00","$995,600.00",,,"Heated","Garage","RESI","Municipality",,,,,,,
"12989994","667.0 Square Feet","2005","$1,558.00","$312.00","$100.00 Monthly","Electricity","Electric baseboard units","Highway, Hospital, Metro, Park, Bicycle path, Elementary school, High school, Public transportation, University","Municipality","$17,000.00","$172,100.00",,,,,"RESI","Municipality",,,,,,,
"13015457","1002.0 Square Feet","2012","$1,820.00","$357.00","$180.00 Monthly","Electricity",,"Highway, Hospital, Metro, Park, Bicycle path, Elementary school, High school, Public transportation","Municipality","$8,400.00","$199,500.00",,,,,"RESI","Municipality",,,,,,,
"13061041","872.0 Square Feet","1999","$2,358.00","$508.00","$226.00 Monthly","Electricity","Electric baseboard units","Monkland, Highway, CEGEP, Metro, Elementary school, High school, Public transportation","Municipality","$31,700.00","$256,600.00",,,"Attached","Garage","RESI","Municipality",,,,,,,
"13120458","140.2 Square Metres","2000","$3,860.00","$775.00","$285.00 Monthly","Electricity","Electric baseboard units",,"Municipality","$63,000.00","$325,000.00",,,"Single width","Garage","RESI","Municipality",,,,,,,
"13128106","760.0 Square Feet","2010","$1,789.00","$368.00","$124.00 Monthly","Electricity","Electric baseboard units",,"Municipality","$28,000.00","$188,000.00",,,,,"RESI","Municipality",,,,,,,
"13162146",,,"$27,285.00","$1,563.00",,,,,"Municipality",,"$921,400.00",,,,,"COMM","Municipality","89.0 Feet","42.0 Feet","3809.00 Square Feet",,,,
"13210701","2642.0 Square Feet","1965","$1.00","$1.00",,"Electricity",,,"Municipality","$1.00",,,,,,"COMM","Municipality",,,,,,,
"13226244","1150.0 Square Feet","1993","$2,500.00","$481.00","$115.00 Monthly",,,,"Municipality","$24,000.00","$171,200.00",,,,,"RESI","Municipality",,,,,,,
"13263366",,"1996","$3,053.00","$620.00",,"Electricity","Electric baseboard units","Bicycle path, Elementary school, High school, Public transportation","Municipality","$124,400.00","$236,900.00",,,"Attached, Single width","Driveway, Garage",,"Municipality","49.0 Feet","98.0 Feet","4870.00 Square Feet",,,,
"13302401",,"1968","$4,447.00","$876.00",,"Electricity","Electric baseboard units",,"Municipality","$65,800.00","$428,200.00",,,,,"RESI","Municipality","25.0 Metre","25.91 Metre","748.00 Square Metres",,,,
"13314222","337.1 Square Metres","2007","$8,120.00","$1,513.00",,"Electricity","Forced air","Highway, Park, Bicycle path, Elementary school, High school, Public transportation","Municipality","$212,600.00","$645,200.00",,,"Attached, Heated","Driveway, Garage","RESI","Municipality",,"19.0 Metre","582.60 Square Metres",,,,
"13342185","1253.0 Square Feet","1980","$2,391.00","$500.00",,"Electricity","Forced air","Highway, Hospital, Elementary school, High school, Commuter train, Public transportation","Municipality","$81,300.00","$185,200.00",,,,"Driveway","RESI","Municipality","90.0 Feet","36.0 Feet","3240.00 Square Feet",,,,
"13344313",,"1951","$3,611.00","$901.00",,,"Hot water","CEGEP, Golf, Park, Cross-country skiing, Public transportation","Septic tank","$264,800.00","$263,900.00",,,"Heated, Built-in, Single width","Garage","RESI","Municipality","45.72 Metre","30.48 Metre","1393.50 Square Metres",,,,
"13395937","1036.0 Square Feet","2006","$2,090.00","$613.00","$209.00 Monthly","Electricity","Electric baseboard units","Highway, CEGEP, Golf, Park, Elementary school, High school, Cross-country skiing, Commuter train, Public transportation","Municipality","$50,700.00","$312,200.00",,,"Heated, Built-in, Single width","Garage","RESI","Municipality",,,,,,,
"13415864","1700.0 Square Feet","1994","$3,659.00","$770.00",,"Electricity",,"Park, Public transportation","Municipality","$120,800.00","$331,100.00",,,,"Garage","RESI","Municipality","30.48 Metre","6.1 Metre","185.80 Square Metres",,,,
"13444481","914.0 Square Feet","2003","$1,937.00","$351.00","$90.00 Monthly","Electricity","Electric baseboard units","Golf, Park, Elementary school, High school, Public transportation","Municipality",,,,,,"Driveway","RESI","Municipality",,,,,,,
"13490628","620.0 Square Feet","1978","$1,422.00","$248.00","$179.00 Monthly","Electricity","Electric baseboard units","Highway, CEGEP, Golf, Hospital, Park, Bicycle path, Elementary school, High school, Cross-country skiing, Commuter train, Public transportation","Municipality","$22,200.00","$120,600.00",,,"Heated, Built-in, Single width","Garage","RESI","Municipality",,,,,,,
"13500122",,"1983","$3,880.00","$762.00",,"Electricity","Electric baseboard units","Highway, CEGEP, Golf, Hospital, Bicycle path, Elementary school, High school, Public transportation","Municipality","$183,600.00","$233,600.00",,,"Built-in","Driveway, Garage","RESI","Municipality",,,"6274.00 Square Feet",,,,
"13525939",,"1973","$5,116.00","$907.00",,"Electricity",,"Highway, CEGEP, Golf, Park, Elementary school, High school, Public transportation","Municipality","$197,300.00","$343,200.00",,,,,"RESI","Municipality","90.0 Feet","59.0 Feet","5300.00 Square Feet",,,,
"13586936",,"2005","$1,840.00","$385.00","$98.00 Monthly",,,,"Municipality","$94,200.00","$120,000.00",,,"Attached, Single width","GarageGarage",,"Municipality",,,,,,,
"13601303",,"1969","$4,097.00","$788.00",,"Natural gas","Hot water",,"Municipality","$96,400.00","$381,600.00",,,"Built-in, Single width","Driveway, Garage","RESI","Municipality","87.0 Feet","30.0 Feet","2592.00 Square Feet",,,,
"13669683","1201.0 Square Feet","1920","$1,828.00","$373.00",,"Electricity","Electric baseboard units","Highway, Hospital, Park, Bicycle path, Elementary school, High school, Cross-country skiing, Public transportation","Municipality","$59,600.00","$159,500.00",,,,"Driveway","RESI","Municipality","95.0 Feet","17.5 Feet","1734.00 Square Feet",,,,
"13731193","1530.0 Square Feet","1986","$3,749.00","$817.00","$1.00 Monthly","Electricity","Electric baseboard units","Highway, CEGEP, Golf, Hospital, Park, Bicycle path, Elementary school, High school, Cross-country skiing, Commuter train, Public transportation, University","Municipality","$108,200.00","$351,500.00","Exterior view of the River, Inground, Indoor","View of the water, Panoramic","Built-in","Garage","RESI","Municipality",,,,,,,
"13809099",,"1985","$0.00","$0.00",,"Electricity",,,"Municipality",,,,,,,"COMM","Municipality","29.0 Feet","93.0 Feet","2707.00 Square Feet",,,,
"13812895","522.0 Square Feet","2005","$1,801.00","$332.00","$192.00 Monthly","Electricity","Electric baseboard units","Highway, CEGEP, Metro, Public transportation, University","Municipality","$21,300.00","$175,600.00",,,"Single width","Garage","RESI","Municipality",,,,,,,
"13867596",,"1885","$7,051.00","$1,445.00",,"Electricity","Electric baseboard units","Hospital, Park, Public transportation","Municipality","$395,900.00","$481,600.00",,,,,"RESI","Municipality",,,,,,,
"13937267","1008.0 Square Feet","1967","$2,453.00","$499.00",,"Natural gas","Forced air",,"Municipality","$117,400.00","$168,200.00",,,"Double width or more, Built-in","Driveway, Garage","RESI","Municipality",,,"5265.00 Square Feet",,,,
"13982380","91.1 Square Metres","2000","$2,737.00","$489.00","$123.00 Monthly","Electricity","Electric baseboard units","Highway, Hospital, Park, Bicycle path, Elementary school, High school, Cross-country skiing, Commuter train, Public transportation","Municipality","$44,900.00","$274,600.00",,"View of the water",,"Driveway","RESI","Municipality",,,,,,,
"13996986","3258.0 Square Feet","1981","$5,284.00","$1,131.00",,"Electricity","Electric baseboard units","Golf, Hospital, Metro, Park, Bicycle path, Elementary school, High school, Cross-country skiing, Public transportation","Municipality","$102,700.00","$541,000.00",,"View of the water","Storage of 7'X7'9, Heated, Built-in","Driveway, Garage","RESI","Municipality","154.0 Feet","56.0 Feet","8191.00 Square Feet",,,,
"14001334","818.0 Square Feet","2007","$3,500.00","$600.00","$280.00 Monthly","Electricity","Electric baseboard units","Highway, CEGEP, Hospital, Metro, Park, Commuter train, Public transportation, University","Municipality","$32,700.00","$333,200.00","Heated, Inground, Indoor","View of the water, Panoramic, View of the city","Heated, Built-in","Garage","RESI","Municipality",,,,,,,
"14006363","992.0 Square Feet","1926","$943.00","$207.00","$53.00 Monthly","Electricity","Electric baseboard units","Highway, CEGEP, Hospital, Metro, Park, Bicycle path, High school, Public transportation, University","Municipality","$224,700.00","$491,900.00",,,,,"RESI","Municipality","82.0 Feet","30.0 Feet","2466.00 Square Feet",,,,
"14041474","46.1 Square Metres","2009","$1,567.00","$330.00","$139.00 Monthly","Electricity","Electric baseboard units","Highway, Metro, Park, Public transportation","Municipality","$31,400.00","$132,300.00",,,"Attached, Built-in","Garage","RESI","Municipality",,,,,,,
"14042311",,"1987","$6,918.00","$1,284.00",,"Electricity","Forced air","Highway, Park, Bicycle path, Elementary school, Public transportation","Municipality","$210,200.00","$516,100.00",,,"Attached, Double width or more","Driveway, Garage",,"Municipality","100.0 Feet","62.0 Feet","6200.00 Square Feet",,,,
"14099514","1509.0 Square Feet","2012","$0.00","$0.00","$1.00 Monthly","Electricity",,,"Municipality",,,,,,"Garage","RESI","Municipality",,,,,,,
"14110419","1424.0 Square Feet","1951","$2,752.00","$581.00",,,,,"Municipality","$192,000.00","$150,900.00","Inground",,,"Driveway","RESI","Municipality","87.0 Feet","50.0 Feet","4350.00 Square Feet",,,,
"14118112",,"1972","$0.00","$0.00",,,,,"Municipality",,,,,,,"COMM","Municipality",,,,,,,
"14128341","48.5 Square Metres","2009","$1,551.00","$340.00","$133.00 Monthly",,,"Highway, CEGEP, Hospital, Metro, Park, Bicycle path, Public transportation, University","Municipality","$29,700.00","$164,200.00",,,,,"RESI","Municipality",,,,,,,
"14172724","194.8 Square Metres","1975","$3,337.00","$709.00",,"Dual energy, Electricity, Heating oil","Forced air","Highway, CEGEP, Golf, Hospital, Park, Bicycle path, Elementary school, High school, Public transportation","Municipality","$98,400.00","$317,200.00","Inground",,"Attached, Heated, Single width","Driveway, Garage","RESI","Municipality","28.31 Metre","21.34 Metre","596.50 Square Metres",,,,
"14247513","456.0 Square Feet","1910","$1,093.00","$216.00","$55.00 Monthly","Electricity","Electric baseboard units","Highway, Hospital, Metro, Park, Bicycle path, Elementary school, High school, Public transportation","Municipality","$13,600.00","$128,800.00",,,,,"RESI","Municipality",,,,,,,
"14289166",,"1920","$3,744.00","$787.00",,"Electricity","Electric baseboard units","Highway, Bicycle path, Elementary school, High school, Public transportation","Municipality","$108,600.00","$316,400.00",,,,,"RESI","Municipality","63.0 Feet","40.0 Feet","2520.00 Square Feet",,,,
"14392126",,"2003","$2,877.00","$323.00","$198.00 Monthly","Dual energy, Electricity","Forced air","Highway, CEGEP, Hospital, Metro, Park, Bicycle path, Public transportation, University","Municipality","$40,000.00","$313,600.00",,"View of the mountain, Panoramic, View of the city",,,"COMM, RESI","Municipality",,,"14.74 Square Metres",,,,
"14442014","1102.0 Square Feet","1989","$1,735.00","$172.00","$240.00 Monthly","Electricity","Electric baseboard units","CEGEP, Park, Bicycle path, Elementary school, High school, Cross-country skiing, Commuter train, Public transportation","Municipality","$32,900.00","$163,300.00",,"View of the water, Panoramic",,,"RESI","Municipality","137.0 Feet","81.0 Feet","11004.00 Square Feet",,,,
"14541623",,"1962","$2,389.00","$470.00",,"Electricity","Electric baseboard units","Highway, CEGEP, Hospital, Park, Bicycle path, Elementary school, High school, Public transportation","Municipality","$55,900.00","$206,900.00",,,"Single width","Garage","RESI","Municipality","100.0 Feet","28.5 Feet","2400.00 Square Feet",,,,
"14564086",,,"$1.00","$1.00",,,"Forced air","Highway, Metro, Commuter train, Public transportation","Municipality","$1.00","$1.00",,,,,"COMM, RESI","Municipality",,,,,,,
"14571294","1200.0 Square Feet","1964","$3,319.00","$571.00",,"Natural gas","Forced air","Highway, CEGEP, Hospital, Park, Bicycle path, Elementary school, High school, Cross-country skiing, Commuter train, Public transportation, University","Municipality","$183,900.00","$148,300.00",,,"Attached","Driveway, Garage","RESI","Municipality","100.0 Feet","60.0 Feet","6000.00 Square Feet",,,,
